Fixed_Acidity,Volatile_Acidity,Citric_Acid,Chlorides,Free_Sulfur_Dioxide,Total_Sulfur_Dioxide,pH,Sulphates,Alcohol,Quality,Sugar_Density
5.9,0.4,0.32,0.034,50.0,127.0,3.51,0.58,12.5,Normal,5.952
7.6,0.28,0.39,0.038,21.0,115.0,3.16,0.67,10.0,Normal,1.1927999999999999
7.2,0.23,0.39,0.033,29.0,102.0,3.26,0.54,12.3,Normal,2.2788399999999998
6.8,0.32,0.37,0.023,19.0,87.0,3.14,0.53,12.7,Normal,3.3666799999999997
6.9,0.18,0.38,0.039,20.0,110.0,3.1,0.42,10.5,Normal,6.462949999999999
9.4,0.26,0.53,0.047,25.0,109.0,3.23,0.28,12.5,Normal,1.19052
8.3,0.33,0.42,0.033,18.0,96.0,3.2,0.32,12.4,Low,1.139765
7.3,0.29,0.3,0.043,46.0,238.0,3.06,0.41,8.7,Normal,12.9818
7.9,0.41,0.37,0.03,40.0,114.0,3.17,0.54,12.4,Normal,4.464
7.9,0.44,0.37,0.033,27.0,93.0,3.16,0.54,12.6,Normal,5.8031999999999995
7.7,0.39,0.3,0.037,29.0,131.0,3.38,0.44,11.0,Normal,5.17036
7.7,0.26,0.31,0.043,47.0,155.0,3.42,0.5,10.1,Normal,1.2918100000000001
7.8,0.32,0.31,0.036,46.0,195.0,3.03,0.48,10.5,Normal,1.6881
7.3,0.24,0.39,0.024,35.0,116.0,3.17,0.51,10.9,Normal,3.57408
7.1,0.44,0.37,0.041,35.0,128.0,3.07,0.43,13.5,Normal,2.67192
10.3,0.25,0.48,0.042,28.0,164.0,3.19,0.59,9.7,Normal,2.1956
7.9,0.14,0.28,0.041,44.0,178.0,3.45,0.43,9.2,Normal,1.79172
7.4,0.18,0.42,0.036,33.0,187.0,3.4,0.41,10.6,Normal,2.08698
8.1,0.43,0.42,0.033,36.0,141.0,2.98,0.39,13.3,Normal,6.5458799999999995
6.4,0.26,0.22,0.037,23.0,131.0,3.29,0.32,10.1,Normal,5.071439999999999
8.0,0.66,0.72,0.042,62.0,233.0,2.92,0.68,9.4,Low,17.548245
8.0,0.2,0.4,0.055,41.0,167.0,3.18,0.4,10.6,Normal,5.17556
7.2,0.21,0.34,0.046,25.0,80.0,3.25,0.4,11.3,Normal,1.0912000000000002
7.2,0.18,0.31,0.045,20.0,73.0,3.32,0.4,10.8,Normal,1.0917500000000002
8.4,0.57,0.44,0.051,46.0,195.0,3.15,0.51,10.4,Normal,10.67967
5.3,0.26,0.23,0.034,48.0,160.0,3.82,0.51,10.5,Normal,5.12528
5.7,0.245,0.33,0.049,28.0,150.0,3.13,0.42,9.3,Normal,1.09197
5.6,0.245,0.32,0.047,24.0,152.0,3.12,0.42,9.3,Normal,1.09197
7.3,0.25,0.41,0.037,52.0,165.0,3.29,0.39,12.2,Normal,1.78398
7.0,0.16,0.73,0.138,58.0,150.0,3.08,0.3,9.2,Normal,0.9936
6.4,0.22,0.34,0.057,29.0,104.0,3.81,0.57,10.3,Normal,1.79262
7.3,0.18,0.65,0.046,28.0,157.0,3.33,0.62,9.4,Normal,1.39244
6.4,0.17,0.27,0.036,88.0,223.0,3.28,0.35,10.2,Normal,6.66516
6.9,0.29,0.16,0.034,65.0,212.0,3.08,0.39,9.0,Normal,6.7694
6.2,0.21,0.38,0.036,64.0,245.0,3.06,0.36,9.3,Normal,6.76668
6.4,0.23,0.3,0.037,63.0,236.0,3.06,0.34,9.2,Normal,7.065919999999999
7.3,0.19,0.68,0.05,31.0,156.0,3.32,0.64,9.4,Normal,1.4919
9.6,0.29,0.46,0.039,77.5,223.0,2.92,0.46,9.5,Normal,1.4418799999999998
7.2,0.14,0.35,0.036,15.0,73.0,3.46,0.39,9.9,Normal,1.19256
6.9,0.31,0.34,0.059,36.0,174.0,3.46,0.62,11.1,Normal,7.37262
7.5,0.28,0.34,0.028,36.0,116.0,2.99,0.41,12.3,High,4.1622
8.0,0.22,0.42,0.044,45.0,163.0,3.21,0.69,8.6,Normal,14.604379999999999
7.6,0.31,0.29,0.04,21.0,145.0,3.04,0.35,9.4,Normal,10.4643
8.4,0.35,0.56,0.048,55.0,190.0,3.07,0.58,9.4,Normal,13.79034
8.1,0.5,0.47,0.037,23.0,126.0,3.21,0.42,10.9,Normal,1.09318
7.0,0.39,0.31,0.169,32.0,162.0,3.2,0.48,9.4,Normal,5.28145
6.2,0.22,0.27,0.064,20.0,132.0,3.22,0.46,9.2,Normal,1.4907
7.0,0.24,0.36,0.083,10.0,133.0,3.33,0.37,10.8,Normal,4.87158
6.6,0.27,0.3,0.025,14.0,153.0,3.29,0.62,10.5,Normal,1.88632
7.8,0.16,0.41,0.026,29.0,140.0,3.02,0.78,12.5,Normal,1.6846999999999999
7.7,0.27,0.34,0.028,26.0,168.0,2.99,0.48,12.1,Normal,1.78398
7.4,0.31,0.74,0.039,51.0,147.0,3.02,0.43,8.7,Normal,10.67539
8.0,0.45,0.36,0.026,50.0,151.0,3.07,0.25,12.7,High,8.73576
6.6,0.16,0.29,0.05,40.0,147.0,3.06,0.44,11.4,Normal,1.78416
8.3,0.21,0.4,0.032,35.0,110.0,3.02,0.6,12.9,Normal,1.58512
7.2,0.32,0.33,0.029,29.0,109.0,3.15,0.51,12.8,Normal,1.38628
6.6,0.16,0.3,0.034,15.0,78.0,3.38,0.44,11.2,Normal,1.5872000000000002
8.4,0.16,0.33,0.033,16.0,98.0,3.14,0.42,9.7,Normal,1.491
7.5,0.23,0.32,0.038,54.0,191.0,3.04,0.56,9.7,Normal,9.16872
6.2,0.17,0.3,0.037,14.0,79.0,3.5,0.54,10.3,Normal,1.0923
6.9,0.39,0.22,0.03,10.0,102.0,3.0,0.87,11.6,Low,4.2699
6.9,0.41,0.22,0.031,10.0,102.0,3.0,0.86,11.6,Low,4.1706
7.5,0.38,0.33,0.045,30.0,131.0,3.32,0.44,10.9,Normal,4.971
7.3,0.42,0.38,0.045,29.0,122.0,3.19,0.37,12.6,Normal,6.7490000000000006
7.3,0.34,0.39,0.04,45.0,163.0,3.3,0.47,12.4,Normal,5.1610000000000005
7.8,0.23,0.28,0.042,45.0,166.0,2.96,0.4,11.5,Normal,4.7158
9.0,0.245,0.38,0.045,52.0,159.0,2.93,0.35,10.2,Normal,5.870500000000001
6.9,0.2,0.4,0.032,51.0,176.0,3.22,0.27,11.4,Normal,7.65303
7.4,0.19,0.42,0.067,39.0,212.0,3.3,0.33,9.6,Normal,6.37312
8.2,0.2,0.36,0.035,60.0,163.0,3.05,0.3,10.3,Normal,8.061119999999999
8.0,0.59,0.71,0.038,61.0,228.0,2.95,0.75,9.3,Normal,17.35
7.9,0.14,0.45,0.05,17.0,114.0,3.33,0.49,10.7,Normal,1.79064
6.8,0.24,0.4,0.047,34.0,105.0,3.13,0.49,12.8,High,1.782
9.7,0.14,0.59,0.049,23.0,142.0,2.98,0.62,9.5,Normal,1.4937
9.2,0.15,0.68,0.046,22.0,130.0,3.02,0.45,10.4,Normal,1.5916800000000002
9.4,0.17,0.55,0.049,14.0,94.0,3.02,0.61,10.3,Normal,1.5918400000000001
5.2,0.365,0.08,0.041,37.0,142.0,3.46,0.39,9.9,Normal,13.4595
6.3,0.23,0.22,0.039,37.0,116.0,3.23,0.5,10.7,Normal,3.7226250000000003
9.6,0.25,0.54,0.04,16.0,160.0,2.94,0.43,10.5,Normal,1.29194
9.2,0.32,0.42,0.046,14.0,186.0,3.08,0.48,9.6,Normal,1.2933700000000001
6.4,0.31,0.4,0.04,46.0,169.0,3.15,0.46,9.3,Normal,6.17086
8.1,0.2,0.36,0.044,63.0,162.0,3.1,0.46,10.0,Normal,9.6709
7.9,0.255,0.26,0.026,40.0,190.0,3.04,0.39,11.2,Normal,1.9864
7.0,0.15,0.34,0.039,21.0,177.0,3.32,0.62,10.8,Normal,1.38978
6.4,0.15,0.31,0.044,25.0,96.0,3.54,0.51,10.3,Normal,1.0925200000000002
6.4,0.25,0.53,0.038,59.0,234.0,3.03,0.42,8.8,Normal,6.5703
7.6,0.19,0.42,0.044,6.0,114.0,3.04,0.74,12.8,Normal,1.4870999999999999
7.3,0.43,0.37,0.028,17.0,114.0,3.23,0.43,13.2,Normal,4.558599999999999
5.1,0.31,0.3,0.037,28.0,152.0,3.54,0.56,10.1,Normal,0.8928
6.2,0.2,0.26,0.093,40.0,161.0,3.44,0.66,11.0,Normal,1.68708
6.9,0.16,0.35,0.043,21.0,182.0,3.25,0.62,10.8,Normal,1.29051
7.7,0.32,0.48,0.04,28.0,114.0,3.2,0.52,12.8,Normal,2.27953
6.5,0.22,0.72,0.042,33.0,168.0,3.12,0.36,9.2,Normal,6.77144
6.8,0.26,0.33,0.047,44.0,167.0,3.12,0.44,10.5,Normal,1.4892
5.2,0.37,0.33,0.028,13.0,81.0,3.37,0.38,11.7,Normal,1.18824
8.4,0.19,0.43,0.052,20.0,104.0,2.85,0.46,9.5,Normal,2.0874
8.3,0.21,0.41,0.05,24.0,108.0,2.85,0.45,9.5,Normal,2.1868000000000003
6.8,0.15,0.32,0.058,24.0,110.0,3.4,0.4,8.8,Normal,8.775360000000001
7.9,0.16,0.64,0.05,69.0,210.0,3.15,0.51,9.3,Normal,17.0068
7.8,0.21,0.39,0.034,62.0,180.0,3.09,0.75,12.6,High,1.7838
9.0,0.24,0.5,0.048,26.0,107.0,3.21,0.34,12.4,Normal,1.1901599999999999
5.7,0.21,0.24,0.047,60.0,189.0,3.65,0.72,10.1,Normal,2.2885
7.8,0.29,0.36,0.042,38.0,161.0,3.26,0.37,11.2,High,6.9587
6.7,0.18,0.3,0.048,40.0,251.0,3.29,0.52,10.0,Normal,6.371840000000001
8.4,0.58,0.27,0.033,37.0,116.0,2.99,0.39,10.8,Normal,12.100185
7.2,0.16,0.32,0.04,50.0,121.0,3.27,0.33,10.0,Normal,0.79376
7.6,0.54,0.23,0.029,13.0,151.0,3.04,0.33,10.4,Normal,1.9862
6.6,0.25,0.31,0.059,52.0,181.0,3.51,0.47,9.8,Normal,12.38016
7.3,0.23,0.37,0.041,51.0,165.0,3.26,0.4,12.2,High,1.88252
7.3,0.39,0.37,0.043,36.0,113.0,3.39,0.48,12.7,High,1.0901
7.0,0.46,0.39,0.039,46.0,163.0,3.21,0.35,12.2,Normal,6.15536
8.2,0.35,0.4,0.039,35.0,162.0,3.15,0.34,11.9,Normal,6.25968
9.2,0.35,0.39,0.042,15.0,61.0,2.96,0.28,10.4,Low,0.89316
8.0,0.57,0.39,0.034,22.0,122.0,3.29,0.67,12.8,Normal,3.86763
6.5,0.37,0.33,0.027,40.0,130.0,3.28,0.39,12.7,Normal,3.86334
7.8,0.13,0.3,0.04,43.0,179.0,3.43,0.41,9.0,Normal,1.7919
7.6,0.19,0.41,0.04,38.0,143.0,2.92,0.42,11.4,Normal,1.0897700000000001
7.3,0.22,0.41,0.05,55.0,191.0,3.32,0.59,8.9,Normal,15.4
6.3,0.29,0.4,0.039,43.0,167.0,3.15,0.44,9.3,Normal,6.46945
6.8,0.35,0.32,0.048,35.0,103.0,3.28,0.46,12.0,High,2.37864
6.5,0.19,0.32,0.04,31.0,132.0,3.36,0.54,10.8,Normal,1.3890799999999999
6.2,0.12,0.26,0.044,56.0,158.0,3.52,0.37,10.5,Normal,5.67207
6.0,0.13,0.28,0.038,56.0,189.5,3.59,0.43,10.6,Normal,5.6703600000000005
6.4,0.25,0.33,0.04,42.0,115.0,3.19,0.48,11.3,Normal,1.38684
6.9,0.32,0.16,0.051,15.0,96.0,3.22,0.38,9.5,Low,1.3916
6.7,0.13,0.28,0.046,35.0,140.0,3.33,0.33,10.1,Normal,1.19124
7.0,0.14,0.41,0.037,22.0,95.0,3.25,0.43,10.9,Normal,0.8922599999999999
7.6,0.27,0.24,0.058,19.0,115.0,3.15,0.45,8.9,Normal,3.78404
7.4,0.64,0.47,0.168,42.0,185.0,2.9,0.49,9.3,Normal,14.12736
7.6,0.28,0.39,0.052,23.0,116.0,3.25,0.4,10.4,Normal,1.88879
8.3,0.26,0.41,0.042,41.0,162.0,3.1,0.38,12.0,Normal,9.14848
10.7,0.22,0.56,0.044,37.0,181.0,2.87,0.68,9.5,Normal,8.183599999999998
6.9,0.23,0.34,0.032,24.0,121.0,3.14,0.38,12.4,Normal,2.67354
6.2,0.3,0.32,0.032,30.0,130.0,3.28,0.41,11.2,Normal,1.6848699999999999
6.9,0.27,0.41,0.047,6.0,134.0,3.15,0.69,11.4,Normal,1.68793
6.9,0.28,0.41,0.05,10.0,136.0,3.16,0.71,11.4,Normal,1.6881
6.9,0.28,0.3,0.047,46.0,132.0,3.35,0.38,11.1,Normal,1.58688
6.9,0.46,0.2,0.054,5.0,126.0,3.1,0.42,10.4,Normal,0.8928
6.9,0.38,0.32,0.044,36.0,152.0,3.38,0.35,12.0,Normal,8.4422
5.7,0.43,0.3,0.039,24.0,98.0,3.54,0.61,12.3,Normal,5.6544
6.6,0.56,0.16,0.045,28.0,92.0,3.12,0.35,9.1,Normal,3.0814
7.1,0.36,0.56,0.046,25.0,102.0,3.24,0.33,10.5,Normal,1.28999
6.8,0.23,0.4,0.047,5.0,133.0,3.23,0.7,11.4,Normal,1.5888
6.2,0.33,0.29,0.042,26.0,138.0,3.77,0.64,9.5,Normal,1.29428
5.6,0.49,0.13,0.039,17.0,116.0,3.42,0.9,13.7,Normal,4.45815
6.6,0.42,0.33,0.034,15.0,85.0,3.28,0.51,13.4,Normal,2.772
7.3,0.18,0.29,0.044,12.0,143.0,3.2,0.48,11.3,Normal,1.1901599999999999
8.1,0.19,0.4,0.037,73.0,180.0,3.06,0.34,10.0,Normal,0.89334
5.9,0.19,0.26,0.034,33.0,123.0,3.49,0.42,10.1,Normal,7.363
6.2,0.16,0.47,0.029,23.0,81.0,3.26,0.42,12.2,Normal,1.386
5.7,0.135,0.3,0.042,19.0,101.0,3.31,0.42,9.3,Normal,4.5751599999999994
6.9,0.19,0.33,0.039,27.0,98.0,3.09,0.46,12.3,Normal,1.5836800000000002
7.3,0.25,0.36,0.05,35.0,200.0,3.04,0.46,8.9,Normal,13.08166
7.0,0.2,0.34,0.035,32.0,83.0,3.19,0.46,11.5,Normal,5.65896
6.3,0.67,0.48,0.052,57.0,222.0,3.17,0.52,9.3,Normal,12.57354
7.4,0.4,0.29,0.044,31.0,122.0,3.3,0.5,11.1,High,5.3676
7.1,0.26,0.31,0.044,29.0,128.0,3.34,0.64,10.9,High,2.1861400000000004
9.0,0.31,0.48,0.043,11.0,73.0,2.9,0.38,11.6,Normal,6.55908
6.3,0.39,0.24,0.069,9.0,117.0,3.15,0.35,10.2,Low,6.85998
8.2,0.22,0.36,0.034,12.0,90.0,3.01,0.38,10.5,High,6.76192
7.1,0.19,0.28,0.033,16.0,78.0,2.91,0.78,11.4,Normal,3.5748
7.9,0.2,0.34,0.04,29.0,118.0,3.14,0.41,10.6,Normal,1.19184
7.1,0.26,0.32,0.037,39.0,97.0,3.31,0.4,11.6,Normal,5.86106
6.9,0.3,0.33,0.035,26.0,155.0,3.25,0.79,12.3,High,4.06925
8.1,0.29,0.49,0.042,22.0,124.0,3.14,0.41,10.8,Normal,7.060239999999999
5.8,0.17,0.3,0.037,55.0,130.0,3.29,0.38,11.3,Normal,1.38726
5.9,0.415,0.02,0.038,22.0,63.0,3.36,0.36,9.3,Normal,0.79456
6.6,0.23,0.26,0.045,16.0,128.0,3.36,0.6,10.0,Normal,1.29142
8.6,0.55,0.35,0.057,35.5,366.5,3.04,0.63,11.0,Low,15.551555
6.9,0.35,0.74,0.044,18.0,132.0,3.13,0.55,10.2,Normal,0.992
7.6,0.14,0.74,0.04,27.0,103.0,3.07,0.4,10.8,Normal,1.5865600000000002
9.2,0.28,0.49,0.042,29.0,137.0,3.1,0.34,10.1,Low,11.7764
6.2,0.18,0.49,0.047,17.0,90.0,3.27,0.37,11.6,Normal,4.46355
5.3,0.165,0.24,0.051,25.0,105.0,3.32,0.47,9.1,Normal,1.0917500000000002
9.8,0.25,0.74,0.056,36.0,225.0,3.06,0.43,10.0,Low,9.977
6.8,0.22,0.49,0.052,26.0,128.0,3.25,0.35,11.4,Normal,0.8919
7.2,0.22,0.49,0.045,34.0,140.0,3.05,0.34,12.7,Normal,0.99
7.4,0.25,0.49,0.042,35.0,156.0,3.13,0.55,11.3,Normal,1.09087
8.2,0.18,0.49,0.033,28.0,81.0,3.0,0.68,10.4,Normal,1.0915300000000001
6.1,0.22,0.49,0.051,18.0,87.0,3.3,0.46,9.6,Normal,1.4892
7.0,0.39,0.24,0.048,8.0,119.0,3.0,0.31,10.1,Low,0.9923
6.5,0.36,0.49,0.03,16.0,94.0,3.1,0.49,12.1,Normal,2.87158
7.1,0.29,0.49,0.031,32.0,99.0,3.07,0.33,12.2,Normal,1.18716
6.9,0.23,0.24,0.053,19.0,94.0,3.17,0.5,9.6,Normal,14.174439999999999
8.5,0.56,0.74,0.051,51.0,243.0,2.99,0.7,9.2,Normal,17.858925
6.3,0.23,0.49,0.05,67.0,210.0,3.23,0.34,9.5,Normal,7.0652099999999995
6.1,0.25,0.49,0.052,67.0,226.0,3.16,0.47,8.9,Normal,7.56656
7.2,0.26,0.74,0.05,56.0,162.0,3.03,0.44,8.8,Normal,13.572799999999999
7.2,0.31,0.24,0.057,17.0,117.0,3.16,0.35,10.5,Normal,1.38992
8.0,0.25,0.49,0.061,27.0,117.0,3.08,0.34,9.4,Normal,1.19256
7.0,0.18,0.49,0.04,34.0,125.0,3.24,0.4,12.2,Normal,5.25442
7.8,0.43,0.49,0.033,37.0,158.0,3.14,0.35,11.3,Normal,12.941500000000001
8.3,0.2,0.74,0.044,33.0,130.0,3.25,0.42,12.2,Normal,4.41618
6.3,0.27,0.49,0.063,35.0,92.0,3.38,0.42,12.2,Normal,1.18932
7.4,0.16,0.49,0.055,18.0,150.0,3.23,0.47,11.2,Normal,1.19004
6.9,0.19,0.49,0.036,49.0,172.0,3.2,0.27,11.5,Normal,6.55512
7.2,0.4,0.49,0.048,11.0,138.0,3.01,0.42,9.3,Normal,1.09219
7.6,0.52,0.49,0.034,37.0,156.0,3.14,0.38,11.8,Normal,13.9412
8.3,0.21,0.49,0.054,50.0,231.0,2.99,0.54,9.2,Normal,19.823760000000004
6.9,0.34,0.74,0.069,44.0,150.0,3.0,0.81,9.2,Normal,11.164159999999999
7.1,0.22,0.74,0.044,42.0,144.0,3.31,0.41,12.2,Normal,2.6757
7.9,0.11,0.49,0.048,27.0,133.0,3.24,0.42,10.6,Normal,4.4757
8.5,0.17,0.74,0.05,29.0,128.0,3.28,0.4,12.4,Normal,3.57408
6.4,0.145,0.49,0.048,54.0,164.0,3.56,0.44,10.8,Normal,5.37084
8.3,0.19,0.49,0.051,11.0,137.0,3.06,0.46,11.0,Normal,1.1901599999999999
8.0,0.44,0.49,0.031,46.0,151.0,3.16,0.27,12.7,High,9.03266
7.0,0.2,0.74,0.044,19.0,163.0,3.46,0.53,10.2,Normal,0.7944800000000001
7.1,0.25,0.49,0.03,30.0,96.0,3.13,0.39,12.3,Normal,2.9709
6.5,0.24,0.24,0.046,15.0,60.0,3.19,0.39,9.8,Normal,1.5884800000000001
7.8,0.21,0.49,0.052,6.0,48.0,3.15,0.28,11.4,Normal,1.337985
7.0,0.2,0.49,0.038,39.0,128.0,3.21,0.48,10.8,Normal,5.8634200000000005
6.9,0.25,0.24,0.057,13.0,85.0,2.99,0.48,9.5,Low,3.57912
7.2,0.08,0.49,0.05,18.0,148.0,3.46,0.44,10.2,Normal,1.29285
7.1,0.85,0.49,0.028,40.0,184.0,3.22,0.36,10.7,Normal,8.666939999999999
7.6,0.51,0.24,0.04,10.0,104.0,3.05,0.29,10.8,Normal,1.1904
7.9,0.22,0.24,0.044,39.0,159.0,2.99,0.28,11.5,Normal,4.56642
7.7,0.16,0.49,0.056,20.0,124.0,3.32,0.49,10.7,Normal,1.9896
6.6,0.25,0.24,0.048,26.0,124.0,3.37,0.6,10.1,Normal,1.69014
6.7,0.16,0.49,0.046,57.0,187.0,3.62,0.81,10.4,Normal,2.38848
7.5,0.32,0.24,0.053,8.0,134.0,3.14,0.5,9.1,Low,4.58068
7.4,0.28,0.49,0.034,20.0,126.0,2.98,0.39,10.6,Normal,1.4877
6.2,0.15,0.49,0.033,17.0,51.0,3.3,0.7,9.4,Normal,0.89388
6.7,0.25,0.74,0.054,44.0,169.0,3.51,0.45,9.8,Normal,19.407759999999996
6.5,0.26,0.74,0.044,68.0,224.0,3.18,0.54,9.5,Normal,13.26276
7.9,0.16,0.74,0.037,52.0,187.0,2.99,0.41,9.3,Normal,17.84643
5.6,0.185,0.49,0.03,28.0,117.0,3.55,0.45,10.3,Normal,1.09098
7.5,0.2,0.49,0.031,8.0,97.0,3.06,0.62,11.1,Normal,1.2893400000000002
8.0,0.3,0.49,0.046,47.0,188.0,3.14,0.48,10.0,Normal,9.36616
8.0,0.34,0.49,0.033,39.0,180.0,3.13,0.38,12.3,High,8.942400000000001
7.7,0.35,0.49,0.033,42.0,186.0,3.14,0.38,12.4,High,8.590315
7.6,0.29,0.49,0.03,45.0,197.0,3.13,0.38,12.3,Normal,9.54048
6.7,0.62,0.24,0.039,6.0,62.0,3.41,0.32,10.4,Normal,1.09274
6.8,0.27,0.49,0.044,35.0,126.0,3.13,0.48,12.1,Normal,1.188
7.7,0.27,0.49,0.041,23.0,86.0,3.16,0.42,12.5,Normal,1.7845199999999999
6.7,0.51,0.24,0.043,14.0,155.0,3.22,0.6,13.0,Normal,2.07984
7.4,0.19,0.49,0.03,26.0,132.0,2.99,0.32,11.0,Normal,9.244200000000001
8.3,0.2,0.49,0.04,34.0,169.0,3.05,0.37,10.1,Normal,1.68946
6.6,0.3,0.24,0.034,17.0,121.0,3.13,0.36,9.2,Normal,1.19196
6.8,0.36,0.24,0.039,24.0,124.0,3.27,0.34,12.6,Normal,4.55814
7.0,0.17,0.74,0.045,24.0,126.0,3.26,0.38,12.2,High,12.725760000000001
9.2,0.18,0.49,0.041,39.0,130.0,3.04,0.49,9.8,Normal,1.4917500000000001
8.1,0.2,0.49,0.051,51.0,205.0,3.1,0.52,11.0,Normal,8.06274
7.8,0.26,0.74,0.044,59.0,160.0,3.22,0.64,10.0,Normal,7.47
6.8,0.21,0.49,0.06,50.0,170.0,3.55,0.44,9.8,Normal,14.48695
7.9,0.2,0.49,0.053,15.0,144.0,3.16,0.47,10.5,Normal,1.5888
8.0,0.18,0.49,0.061,10.0,145.0,3.23,0.48,10.0,Normal,1.78956
8.8,0.23,0.74,0.042,15.0,126.0,3.02,0.51,11.2,Normal,3.17888
7.3,0.22,0.49,0.034,29.0,134.0,2.99,0.32,11.0,Normal,9.34266
7.3,0.22,0.49,0.031,48.0,161.0,3.01,0.28,11.2,Normal,9.83763
7.3,0.155,0.49,0.039,34.0,136.0,3.14,0.77,10.5,Normal,1.29038
8.2,0.22,0.49,0.037,53.0,154.0,3.02,0.33,10.6,Normal,9.552959999999999
8.2,0.24,0.49,0.038,52.0,163.0,3.02,0.33,10.6,Normal,9.25536
8.4,0.23,0.49,0.035,22.0,95.0,3.04,0.34,12.0,Normal,7.7493
8.3,0.2,0.49,0.038,38.0,167.0,3.05,0.37,10.1,Normal,1.68963
6.9,0.21,0.49,0.041,15.0,164.0,3.25,0.63,11.0,Normal,1.38978
8.0,0.25,0.49,0.044,31.0,185.0,3.34,0.49,10.0,Normal,8.982
6.6,0.21,0.49,0.042,41.0,158.0,3.28,0.39,8.7,Normal,18.144555
7.2,0.27,0.74,0.037,47.0,156.0,3.04,0.44,8.7,Normal,12.47625
14.2,0.27,0.49,0.037,33.0,156.0,3.15,0.54,11.1,Normal,1.0912000000000002
7.9,0.28,0.49,0.045,48.0,195.0,3.04,0.55,11.0,Normal,7.66458
7.4,0.27,0.49,0.037,33.0,156.0,3.15,0.54,11.1,Normal,1.0912000000000002
8.1,0.3,0.49,0.037,26.0,174.0,3.1,0.3,11.2,Normal,8.05383
7.5,0.23,0.49,0.049,61.0,209.0,3.14,0.3,11.1,Normal,7.65457
7.3,0.26,0.49,0.028,32.0,107.0,3.24,0.54,10.8,Normal,4.968
7.1,0.18,0.74,0.044,44.0,176.0,3.38,0.67,9.0,Normal,15.59376
8.5,0.15,0.49,0.031,17.0,122.0,3.03,0.4,10.3,Normal,1.4898
8.9,0.13,0.49,0.028,6.0,24.0,2.91,0.32,9.9,Normal,0.9926
8.1,0.28,0.49,0.04,32.0,148.0,3.13,0.41,10.0,Normal,0.9936
6.0,0.17,0.49,0.034,26.0,106.0,3.21,0.42,9.8,Normal,0.992
7.1,0.53,0.24,0.029,29.0,86.0,3.16,0.32,9.1,Low,0.7944
7.2,0.16,0.49,0.037,27.0,104.0,3.23,0.57,10.6,Normal,1.29012
7.3,0.14,0.49,0.038,28.0,99.0,3.2,0.72,10.6,Normal,1.0920800000000002
7.9,0.12,0.49,0.049,33.0,152.0,3.18,0.47,10.6,Normal,5.17504
6.7,0.29,0.49,0.034,35.0,156.0,3.13,0.45,9.9,Normal,4.67415
6.7,0.3,0.49,0.034,36.0,158.0,3.12,0.45,9.9,Normal,4.7736
7.1,0.36,0.24,0.025,32.0,102.0,3.34,0.59,12.8,Normal,1.78254
7.9,0.18,0.49,0.051,36.0,157.0,3.18,0.48,10.6,Normal,5.17556
6.6,0.19,0.99,0.122,45.0,129.0,3.09,0.31,8.7,Normal,1.19232
7.3,0.21,0.49,0.038,44.0,152.0,3.32,0.44,12.6,Normal,1.78416
6.9,0.3,0.49,0.057,25.0,156.0,3.43,0.63,11.0,Normal,7.57112
7.9,0.42,0.49,0.056,32.0,164.0,3.29,0.6,11.2,Normal,8.1713
6.9,0.24,0.49,0.032,35.0,148.0,3.45,0.57,10.7,Normal,1.29116
7.6,0.23,0.49,0.036,45.0,182.0,3.08,0.58,9.6,Normal,9.967
6.2,0.43,0.49,0.045,12.0,115.0,3.27,0.57,9.0,Low,6.37632
8.8,0.35,0.49,0.036,14.0,56.0,2.96,0.33,10.5,Low,0.992
7.8,0.3,0.74,0.033,33.0,156.0,3.29,0.52,12.8,Normal,1.7838
9.1,0.28,0.49,0.059,10.0,112.0,3.15,0.46,10.1,Normal,1.9916
7.1,0.34,0.49,0.027,26.0,126.0,3.3,0.33,12.2,Normal,1.4849999999999999
8.5,0.19,0.49,0.044,29.0,117.0,3.14,0.51,10.1,Normal,3.4783
7.6,0.18,0.49,0.046,36.0,158.0,3.06,0.41,9.2,Normal,18.04278
7.5,0.19,0.49,0.055,19.0,110.0,3.33,0.44,9.9,Normal,1.79028
7.4,0.3,0.49,0.055,49.0,188.0,3.52,0.58,9.7,Normal,8.178679999999998
6.7,0.3,0.74,0.038,35.0,157.0,3.21,0.46,9.9,Normal,4.9725
6.6,0.3,0.74,0.041,36.0,159.0,3.21,0.45,9.9,Normal,4.5751599999999994
6.9,0.22,0.49,0.063,50.0,168.0,3.54,0.5,10.3,Normal,6.9699
7.8,0.26,0.49,0.045,21.0,116.0,3.16,0.35,10.3,Normal,3.07861
8.5,0.17,0.49,0.048,23.0,108.0,2.88,0.34,10.5,Low,8.75336
6.8,0.17,0.74,0.053,61.0,182.0,3.63,0.76,10.5,Normal,2.3887199999999997
6.2,0.27,0.49,0.05,20.0,74.0,3.32,0.44,9.8,Normal,1.39034
7.1,0.64,0.49,0.05,17.0,128.0,3.31,0.58,10.6,Low,1.79028
6.4,0.18,0.74,0.046,54.0,168.0,3.58,0.68,10.1,Normal,11.87382
7.6,0.31,0.49,0.062,50.0,191.0,3.22,0.53,9.0,Low,13.38526
9.8,0.31,0.49,0.046,13.0,119.0,3.18,0.45,9.5,Normal,15.40616
9.0,0.3,0.49,0.039,32.0,84.0,2.94,0.32,11.5,Normal,7.15536
